MEDIA NAME	COMPOUND NAME LIST	COMPOUND ID LIST					
Carbon-Succinic Acid	"Succinate, NH3, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00036, cpd00013, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Carbon-Sucrose	"Sucrose, NH3, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00076, cpd00013, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Carbon-Thymidine	"Thymidine, NH3, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00184, cpd00013, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Carbon-Tween 20	"Tween 20, NH3, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd13391, cpd00013, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Carbon-Tween 80	"Tween 80, NH3, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd13392, cpd00013, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Carbon-Tyramine	"Tyramine, NH3, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00374, cpd00013, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Carbon-Uridine	"Uridine, NH3, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00249, cpd00013, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Carbon-Xylitol	"Xylitol, NH3, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00306, cpd00013, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Carbon-a-D-Glucose	"D-Glucose, NH3, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Carbon-a-Keto-Glutaric Acid	"2-Oxoglutarate, NH3, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00024, cpd00013, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Carbon-a-Keto-Valeric Acid	"2-Oxopentanoic acid, NH3, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd03737, cpd00013, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Carbon-a-Methyl-D-Galactoside	"Methyl beta-D-galactoside, NH3, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd02274, cpd00013, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Carbon-b-D-Allose	"D-Allose, NH3, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd01055, cpd00013, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Carbon-b-Hydroxy-Butyric Acid	"3-Hydroxy-2-methylpropanoate, NH3, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00876, cpd00013, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Carbon-b-Methyl-D-Glucoside	"beta-Methylglucoside, NH3, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd15585, cpd00013, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Carbon-d-Amino-Valeric Acid	"5-Aminopentanoate, NH3, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00339, cpd00013, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Carbon-g-Amino-Butyric Acid	"4-Aminobutanoate, NH3, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00281, cpd00013, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Carbon-g-Hydroxy-Butyric Acid	"4-Hydroxybutanoic acid, NH3, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00728, cpd00013, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Carbon-i-Erythritol	"Erythritol, NH3, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00392, cpd00013, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Carbon-m-Tartaric Acid	"meso-Tartaric acid, NH3, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00432, cpd00013, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Carbon-sorbate	"3,4-dihydroxyphenyl-beta-hydroxypropionyl-coa, NH3, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd16648, cpd00013, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Carbon-tricarballylate	"generic peptidoglycan (mass), NH3, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd16654, cpd00013, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-Acetamide	"D-Glucose, Acetamide, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd03734, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-Adenine	"D-Glucose, Adenine, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00128, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-Agmatine	"D-Glucose, Agmatine, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00152, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-Ala-Asp	"D-Glucose, ala-L-asp-L, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd11593, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-Ala-Gln	"D-Glucose, Ala-Gln, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd11587, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-Ala-Glu	"D-Glucose, ala-L-glu-L, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd11586, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-Ala-Gly	"D-Glucose, L-alanylglycine, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd11585, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-Ala-His	"D-Glucose, Ala-His, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd11584, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-Ala-Leu	"D-Glucose, Ala-Leu, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd11583, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-Ala-Thr	"D-Glucose, ala-L-Thr-L, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd11582, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-Ammonia	"D-Glucose, NH3, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-Biuret	"D-Glucose, Biuret, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd03963, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-Cytidine	"D-Glucose, Cytidine, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00367, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-D-Alanine	"D-Glucose, D-Alanine, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00117, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-D-Glucosamine	"D-Glucose, D-Glucosamine, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00276, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-D-Glutamic Acid	"D-Glucose, D-Glutamate, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00186, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-D-Mannosamine	"D-Glucose, D-Mannosamine, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd02241, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-Ethanolamine	"D-Glucose, Ethanolamine, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00162, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-Gly-Asn	"D-Glucose, gly-asn-L, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd11581, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-Gly-Gln	"D-Glucose, Gly-Gln, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd11580, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-Gly-Glu	"D-Glucose, gly-glu-L, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd11592, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-Gly-Met	"D-Glucose, Gly-Met, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd11591, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-Glycine	"D-Glucose, Glycine, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00033, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-Inosine	"D-Glucose, Inosine, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00246, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-L-Alanine	"D-Glucose, L-Alanine, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00035, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-L-Arginine	"D-Glucose, L-Arginine, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00051, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-L-Asparagine	"D-Glucose, L-Asparagine, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00132, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-L-Aspartic Acid	"D-Glucose, L-Aspartate, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00041, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-L-Citrulline	"D-Glucose, L-Citrulline, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00274, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-L-Cysteine	"D-Glucose, L-Cysteine, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00084, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-L-Glutamic Acid	"D-Glucose, L-Glutamate, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00023, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-L-Glutamine	"D-Glucose, L-Glutamine, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00053, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-L-Methionine	"D-Glucose, L-Methionine, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00060, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-L-Ornithine	"D-Glucose, L-Ornithine, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00064, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-L-Proline	"D-Glucose, L-Proline, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00129, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-L-Pyroglutamic Acid	"D-Glucose, 5-Oxoproline, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd01293, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-L-Serine	"D-Glucose, L-Serine, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00054, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-L-Threonine	"D-Glucose, L-Threonine, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00161, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-L-Valine	"D-Glucose, L-Valine, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00156, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
