MEDIA NAME	COMPOUND NAME LIST	COMPOUND ID LIST					
Sulfate-Butane Sulfonic Acid	"D-Glucose, NH3, Orthophosphate, butanesulfonate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd11596, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-Cystathionine	"D-Glucose, NH3, Orthophosphate, Cystathionine, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd00424, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-Cysteamine	"D-Glucose, NH3, Orthophosphate, Cysteamine, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd01160, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
"Sulfate-D,L-Ethionine"	"D-Glucose, NH3, Orthophosphate, Ethionine, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd08093, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
"Sulfate-D,L-Lipoamide"	"D-Glucose, NH3, Orthophosphate, Lipoamide, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd00213, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-D-Cysteine	"D-Glucose, NH3, Orthophosphate, D-Cysteine, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd00587, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-D-Methionine	"D-Glucose, NH3, Orthophosphate, D-Methionine, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd00637, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-Glutathione	"D-Glucose, NH3, Orthophosphate, Glutathione, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd00042, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-Hypotaurine	"D-Glucose, NH3, Orthophosphate, Hypotaurine, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd00406, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-L-Cysteic Acid	"D-Glucose, NH3, Orthophosphate, L-Cysteate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd00395, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-L-Cysteine	"D-Glucose, NH3, Orthophosphate, L-Cysteine, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd00084, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-L-Cysteine Sulfinic Acid	"D-Glucose, NH3, Orthophosphate, 3-Sulfino-L-alanine, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd00467, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-L-Cysteinyl-Glycine	"D-Glucose, NH3, Orthophosphate, Cys-Gly, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd01017, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-L-Djenkolic Acid	"D-Glucose, NH3, Orthophosphate, L-Djenkolic acid, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd05190, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-L-Methionine	"D-Glucose, NH3, Orthophosphate, L-Methionine, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd00060, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-L-Methionine Sulfoxide	"D-Glucose, NH3, Orthophosphate, L-Methionine S-oxide, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd01914, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-Lanthionine	"D-Glucose, NH3, Orthophosphate, Lanthionine, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd11577, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-Methane Sulfonic Acid	"D-Glucose, NH3, Orthophosphate, Methanesulfonic acid, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd08023, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
"Sulfate-N-Acetyl-D,L-Methionine"	"D-Glucose, NH3, Orthophosphate, N-Acetylmethionine, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd01756, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-N-Acetyl-L-Cysteine	"D-Glucose, NH3, Orthophosphate, Acetylcysteine, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd04181, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-Sulfate	"D-Glucose, NH3, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-Taurine	"D-Glucose, NH3, Orthophosphate, Taurine, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd00210, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-Taurocholic Acid	"D-Glucose, NH3, Orthophosphate, Taurocholate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd03047, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-Tetrathionate	"D-Glucose, NH3, Orthophosphate, Tetrathionate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd01414, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-Thiosulfate	"D-Glucose, NH3, Orthophosphate, Thiosulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd00268, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-Thiourea	"D-Glucose, NH3, Orthophosphate, Thiourea, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd10114, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-p-Amino Benzene Sulfonic Acid	"D-Glucose, NH3, Orthophosphate, 4-Aminobenzenesulfonate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd03776, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
